name,moa,target,disease_area,indication,phase
valnemulin,bacterial 50S ribosomal subunit inhibitor,,"infectious disease, gastroenterology","dysentry, colitis, pneumonia",Launched
valrubicin,"DNA inhibitor, topoisomerase inhibitor",TOP2A,oncology,bladder cancer,Launched
vandetanib,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA",oncology,medullary thyroid cancer (MTC),Launched
vanoxerine,dopamine uptake inhibitor,SLC6A3,,,Phase 3
vatalanib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","EGFR, FLT1, FLT4, KDR, PDGFRB",,,Phase 3
vemurafenib,RAF inhibitor,"BRAF, RAF1",oncology,melanoma,Launched
venetoclax,BCL inhibitor,BCL2,hematologic malignancy,chronic lymphocytic leukemia (CLL),Launched
verubulin,tubulin polymerization inhibitor,TUBB,,,Phase 2
vidarabine,antiviral,ADA,infectious disease,"virus herpes simplex (HSV), varicella-zoster virus (VZV)",Launched
vinblastine,"microtubule inhibitor, tubulin polymerization inhibitor","JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1","hematologic malignancy, infectious disease, oncology","Hodgkin's lymphoma, true histiocytic lymphoma (THL), mycosis, small lymphocytic lymphoma (SLL), testicular carcinoma, Kaposi sarcoma",Launched
vincamine,adrenergic receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4",,,Withdrawn
vincristine,tubulin polymerization inhibitor,"TUBA4A, TUBB",hematologic malignancy,acute lymphoblastic leukemia (ALL),Launched
vindesine,tubulin polymerization inhibitor,"TUBB, TUBB1",oncology,"breast cancer, non-small cell lung cancer (NSCLC), melanoma",Launched
vinflunine,microtubule inhibitor,,oncology,bladder cancer,Launched
vinorelbine,tubulin polymerization inhibitor,"TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8",oncology,non-small cell lung cancer (NSCLC),Launched
vismodegib,"hedgehog pathway inhibitor, smoothened receptor antagonist",SMO,oncology,basal cell carcinoma (BCC),Launched
volasertib,PLK inhibitor,PLK1,,,Phase 3
voreloxin,topoisomerase inhibitor,TOP2A,,,Phase 3
vorinostat,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9",hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched
voxtalisib,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA",,,Phase 2
warfarin,vitamin K antagonist,VKORC1,"hematology, cardiology","deep vein thrombosis (DVT), pulmonary embolism (PE), atrial fibrillation (AF), myocardial infarction",Launched
xanomeline,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7",,,Phase 3
xilobam,,,,,Phase 1
xylazine,adrenergic receptor agonist,"ADRA2A, ADRA2B, ADRA2C",neurology/psychiatry,anesthetic,Launched
zaldaride,calmodulin antagonist,CALM1,,,Phase 3
zaleplon,benzodiazepine receptor agonist,"GABRA1, GABRB1, GABRG2, TSPO",neurology/psychiatry,insomnia,Launched
zardaverine,phosphodiesterase inhibitor,PDE4D,,,Phase 2
ziprasidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7, SLC6A4",neurology/psychiatry,"schizophrenia, bipolar disorder",Launched
zolantidine,histamine receptor antagonist,,,,Preclinical
zolmitriptan,serotonin receptor agonist,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F",neurology/psychiatry,migraine headache,Launched
